uWwMeasureID,sampleID,labID,assayMethodID,instrumentID,reporterID,analysisDate,reportDate,fractionAnalyzed,type,typeOther,unit,unitOther,index,value,qualityFlag,CF,ESV,notes,Unnamed: 19,Unnamed: 20,Unnamed: 21
11730_Sample 4C_Dec-30-22_nPMMoV_2_2023-01-04,Sample 4C_Dec-30-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,2.0,927.658,,,,,,,
11731_Sample 4BC_Jan-01-23_covN1_1_2023-01-04,Sample 4BC_Jan-01-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,1.0,2.571,,,,,,,
11732_Sample 4BC_Jan-01-23_covN1_2_2023-01-04,Sample 4BC_Jan-01-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,2.0,1.701,,,,,,,
11733_Sample 4BC_Jan-01-23_covN2_1_2023-01-04,Sample 4BC_Jan-01-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,1.0,1.042,,,,,,,
11734_Sample 4BC_Jan-01-23_covN2_2_2023-01-04,Sample 4BC_Jan-01-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,2.0,2.181,,,,,,,
11735_Sample 4BC_Jan-01-23_nPMMoV_1_2023-01-04,Sample 4BC_Jan-01-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,1.0,492.41,,,,,,,
11736_Sample 4BC_Jan-01-23_nPMMoV_2_2023-01-04,Sample 4BC_Jan-01-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,2.0,675.861,,,,,,,
11749_Sample 6C_Dec-30-22_covN1_1_2023-01-04,Sample 6C_Dec-30-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,1.0,44.448,,,,,,,
11750_Sample 6C_Dec-30-22_covN1_2_2023-01-04,Sample 6C_Dec-30-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,2.0,57.099,,,,,,,
11751_Sample 6C_Dec-30-22_covN2_1_2023-01-04,Sample 6C_Dec-30-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,1.0,91.638,,,,,,,
11752_Sample 6C_Dec-30-22_covN2_2_2023-01-04,Sample 6C_Dec-30-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,2.0,75.817,,,,,,,
11753_Sample 6C_Dec-30-22_nPMMoV_1_2023-01-04,Sample 6C_Dec-30-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,1.0,584.887,,,,,,,
11754_Sample 6C_Dec-30-22_nPMMoV_2_2023-01-04,Sample 6C_Dec-30-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,2.0,689.964,,,,,,,
11755_Sample 6BC_Jan-01-23_covN1_1_2023-01-04,Sample 6BC_Jan-01-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,1.0,24.168,,,,,,,
11756_Sample 6BC_Jan-01-23_covN1_2_2023-01-04,Sample 6BC_Jan-01-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,2.0,18.064,,,,,,,
11757_Sample 6BC_Jan-01-23_covN2_1_2023-01-04,Sample 6BC_Jan-01-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,1.0,32.844,,,,,,,
11758_Sample 6BC_Jan-01-23_covN2_2_2023-01-04,Sample 6BC_Jan-01-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,2.0,35.991,,,,,,,
11759_Sample 6BC_Jan-01-23_nPMMoV_1_2023-01-04,Sample 6BC_Jan-01-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,1.0,704.362,,,,,,,
11760_Sample 6BC_Jan-01-23_nPMMoV_2_2023-01-04,Sample 6BC_Jan-01-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,2.0,597.092,,,,,,,
11761_Sample 8C_Dec-30-22_covN1_1_2023-01-04,Sample 8C_Dec-30-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,1.0,27.116,,,,,,,
11762_Sample 8C_Dec-30-22_covN1_2_2023-01-04,Sample 8C_Dec-30-22,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,2.0,25.513,,,,,,,
11763_Sample 8C_Dec-30-22_covN2_1_2023-01-04,Sample 8C_Dec-30-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,1.0,50.889,,,,,,,
11764_Sample 8C_Dec-30-22_covN2_2_2023-01-04,Sample 8C_Dec-30-22,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,2.0,44.363,,,,,,,
11765_Sample 8C_Dec-30-22_nPMMoV_1_2023-01-04,Sample 8C_Dec-30-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,1.0,1533.354,,,,,,,
11766_Sample 8C_Dec-30-22_nPMMoV_2_2023-01-04,Sample 8C_Dec-30-22,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,2.0,1255.852,,,,,,,
11767_Sample 8BC_Jan-2-23_covN1_1_2023-01-04,Sample 8BC_Jan-2-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,1.0,17.463,,,,,,,
11768_Sample 8BC_Jan-2-23_covN1_2_2023-01-04,Sample 8BC_Jan-2-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN1,,gcMl,,2.0,16.21,,,,,,,
11769_Sample 8BC_Jan-2-23_covN2_1_2023-01-04,Sample 8BC_Jan-2-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,1.0,38.422,,,,,,,
11770_Sample 8BC_Jan-2-23_covN2_2_2023-01-04,Sample 8BC_Jan-2-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,covN2,,gcMl,,2.0,42.657,,,,,,,
11771_Sample 8BC_Jan-2-23_nPMMoV_1_2023-01-04,Sample 8BC_Jan-2-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,1.0,1402.088,,,,,,,
11772_Sample 8BC_Jan-2-23_nPMMoV_2_2023-01-04,Sample 8BC_Jan-2-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-04,2023-01-04,solid,nPMMoV,,gcMl,,2.0,2223.777,,,,,,,
11773_Sample 0C_Jan-5-23_covN1_1_2023-01-05,Sample 0C_Jan-5-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,0.85,,,,,,,
11774_Sample 0C_Jan-5-23_covN1_2_2023-01-05,Sample 0C_Jan-5-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,2.173,,,,,,,
11775_Sample 0C_Jan-5-23_covN2_1_2023-01-05,Sample 0C_Jan-5-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,2.589,,,,,,,
11776_Sample 0C_Jan-5-23_covN2_2_2023-01-05,Sample 0C_Jan-5-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,0.0,,,,,,,
11777_Sample 0C_Jan-5-23_nPMMoV_1_2023-01-05,Sample 0C_Jan-5-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,2363.677,,,,,,,
11778_Sample 0C_Jan-5-23_nPMMoV_2_2023-01-05,Sample 0C_Jan-5-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,3216.079,,,,,,,
11779_Sample 2C_Jan-5-23_covN1_1_2023-01-05,Sample 2C_Jan-5-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,4.989,,,,,,,
11780_Sample 2C_Jan-5-23_covN1_2_2023-01-05,Sample 2C_Jan-5-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,6.67,,,,,,,
11781_Sample 2C_Jan-5-23_covN2_1_2023-01-05,Sample 2C_Jan-5-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,11.342,,,,,,,
11782_Sample 2C_Jan-5-23_covN2_2_2023-01-05,Sample 2C_Jan-5-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,11.267,,,,,,,
11783_Sample 2C_Jan-5-23_nPMMoV_1_2023-01-05,Sample 2C_Jan-5-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,578.956,,,,,,,
11784_Sample 2C_Jan-5-23_nPMMoV_2_2023-01-05,Sample 2C_Jan-5-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,583.023,,,,,,,
11785_Sample 3C_Jan-4-23_covN1_1_2023-01-05,Sample 3C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,45.738,,,,,,,
11786_Sample 3C_Jan-4-23_covN1_2_2023-01-05,Sample 3C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,36.352,,,,,,,
11787_Sample 3C_Jan-4-23_covN2_1_2023-01-05,Sample 3C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,97.678,,,,,,,
11788_Sample 3C_Jan-4-23_covN2_2_2023-01-05,Sample 3C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,95.774,,,,,,,
11789_Sample 3C_Jan-4-23_nPMMoV_1_2023-01-05,Sample 3C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,431.505,,,,,,,
11790_Sample 3C_Jan-4-23_nPMMoV_2_2023-01-05,Sample 3C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,428.496,,,,,,,
11791_Sample 4C_Jan-4-23_covN1_1_2023-01-05,Sample 4C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,3.006,,,,,,,
11792_Sample 4C_Jan-4-23_covN1_2_2023-01-05,Sample 4C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,2.604,,,,,,,
11793_Sample 4C_Jan-4-23_covN2_1_2023-01-05,Sample 4C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,2.658,,,,,,,
11794_Sample 4C_Jan-4-23_covN2_2_2023-01-05,Sample 4C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,5.844,,,,,,,
11795_Sample 4C_Jan-4-23_nPMMoV_1_2023-01-05,Sample 4C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,446.873,,,,,,,
11796_Sample 4C_Jan-4-23_nPMMoV_2_2023-01-05,Sample 4C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,399.532,,,,,,,
11803_Sample 6C_Jan-4-23_covN1_1_2023-01-05,Sample 6C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,34.673,,,,,,,
11804_Sample 6C_Jan-4-23_covN1_2_2023-01-05,Sample 6C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,33.296,,,,,,,
11805_Sample 6C_Jan-4-23_covN2_1_2023-01-05,Sample 6C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,48.389,,,,,,,
11806_Sample 6C_Jan-4-23_covN2_2_2023-01-05,Sample 6C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,60.489,,,,,,,
11807_Sample 6C_Jan-4-23_nPMMoV_1_2023-01-05,Sample 6C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,1215.722,,,,,,,
11808_Sample 6C_Jan-4-23_nPMMoV_2_2023-01-05,Sample 6C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,1250.237,,,,,,,
11809_Sample 8C_Jan-4-23_covN1_1_2023-01-05,Sample 8C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,7.533,,,,,,,
11810_Sample 8C_Jan-4-23_covN1_2_2023-01-05,Sample 8C_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,5.521,,,,,,,
11811_Sample 8C_Jan-4-23_covN2_1_2023-01-05,Sample 8C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,10.832,,,,,,,
11812_Sample 8C_Jan-4-23_covN2_2_2023-01-05,Sample 8C_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,12.764,,,,,,,
11813_Sample 8C_Jan-4-23_nPMMoV_1_2023-01-05,Sample 8C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,1542.332,,,,,,,
11814_Sample 8C_Jan-4-23_nPMMoV_2_2023-01-05,Sample 8C_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,1224.261,,,,,,,
11815_Sample 10C_Jan-5-23_covN1_1_2023-01-05,Sample 10C_Jan-5-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,53.788,,,,,,,
11816_Sample 10C_Jan-5-23_covN1_2_2023-01-05,Sample 10C_Jan-5-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,71.919,,,,,,,
11817_Sample 10C_Jan-5-23_covN2_1_2023-01-05,Sample 10C_Jan-5-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,90.874,,,,,,,
11818_Sample 10C_Jan-5-23_covN2_2_2023-01-05,Sample 10C_Jan-5-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,124.533,,,,,,,
11819_Sample 10C_Jan-5-23_nPMMoV_1_2023-01-05,Sample 10C_Jan-5-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,2363.677,,,,,,,
11820_Sample 10C_Jan-5-23_nPMMoV_2_2023-01-05,Sample 10C_Jan-5-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,1943.04,,,,,,,
11821_Sample 4C_DUP_Jan-4-23_covN1_1_2023-01-05,Sample 4C_DUP_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,9.225,,,,,,,
11822_Sample 4C_DUP_Jan-4-23_covN1_2_2023-01-05,Sample 4C_DUP_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,11.685,,,,,,,
11823_Sample 4C_DUP_Jan-4-23_covN2_1_2023-01-05,Sample 4C_DUP_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,14.178,,,,,,,
11824_Sample 4C_DUP_Jan-4-23_covN2_2_2023-01-05,Sample 4C_DUP_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,13.72,,,,,,,
11825_Sample 4C_DUP_Jan-4-23_nPMMoV_1_2023-01-05,Sample 4C_DUP_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,566.927,,,,,,,
11826_Sample 4C_DUP_Jan-4-23_nPMMoV_2_2023-01-05,Sample 4C_DUP_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,729.373,,,,,,,
11827_Sample 6C_DUP_Jan-4-23_covN1_1_2023-01-05,Sample 6C_DUP_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,1.0,15.311,,,,,,,
11828_Sample 6C_DUP_Jan-4-23_covN1_2_2023-01-05,Sample 6C_DUP_Jan-4-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN1,,gcMl,,2.0,18.624,,,,,,,
11829_Sample 6C_DUP_Jan-4-23_covN2_1_2023-01-05,Sample 6C_DUP_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,1.0,31.374,,,,,,,
11830_Sample 6C_DUP_Jan-4-23_covN2_2_2023-01-05,Sample 6C_DUP_Jan-4-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,covN2,,gcMl,,2.0,39.479,,,,,,,
11831_Sample 6C_DUP_Jan-4-23_nPMMoV_1_2023-01-05,Sample 6C_DUP_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,1.0,755.349,,,,,,,
11832_Sample 6C_DUP_Jan-4-23_nPMMoV_2_2023-01-05,Sample 6C_DUP_Jan-4-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-05,2023-01-05,solid,nPMMoV,,gcMl,,2.0,868.836,,,,,,,
11833_Sample 0C_Jan-10-23_covN1_1_2023-01-10,Sample 0C_Jan-10-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,1.0,5.904,,,,,,,
11834_Sample 0C_Jan-10-23_covN1_2_2023-01-10,Sample 0C_Jan-10-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,2.0,8.132,,,,,,,
11835_Sample 0C_Jan-10-23_covN2_1_2023-01-10,Sample 0C_Jan-10-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN2,,gcMl,,1.0,15.299,,,,,,,
11836_Sample 0C_Jan-10-23_covN2_2_2023-01-10,Sample 0C_Jan-10-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN2,,gcMl,,2.0,14.996,,,,,,,
11837_Sample 0C_Jan-10-23_nPMMoV_1_2023-01-10,Sample 0C_Jan-10-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,nPMMoV,,gcMl,,1.0,5946.881,,,,,,,
11838_Sample 0C_Jan-10-23_nPMMoV_2_2023-01-10,Sample 0C_Jan-10-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,nPMMoV,,gcMl,,2.0,5905.9413,,,,,,,
11839_Sample 2C_Jan-10-23_covN1_1_2023-01-10,Sample 2C_Jan-10-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,1.0,11.725,,,,,,,
11840_Sample 2C_Jan-10-23_covN1_2_2023-01-10,Sample 2C_Jan-10-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,2.0,16.256,,,,,,,
11841_Sample 2C_Jan-10-23_covN2_1_2023-01-10,Sample 2C_Jan-10-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN2,,gcMl,,1.0,32.498,,,,,,,
11842_Sample 2C_Jan-10-23_covN2_2_2023-01-10,Sample 2C_Jan-10-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN2,,gcMl,,2.0,26.785,,,,,,,
11843_Sample 2C_Jan-10-23_nPMMoV_1_2023-01-10,Sample 2C_Jan-10-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,nPMMoV,,gcMl,,1.0,2877.763,,,,,,,
11844_Sample 2C_Jan-10-23_nPMMoV_2_2023-01-10,Sample 2C_Jan-10-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,nPMMoV,,gcMl,,2.0,2065.133,,,,,,,
11845_Sample 3C_Jan-6-23_covN1_1_2023-01-10,Sample 3C_Jan-6-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,1.0,1.439,,,,,,,
11846_Sample 3C_Jan-6-23_covN1_2_2023-01-10,Sample 3C_Jan-6-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,2.0,4.286,,,,,,,
11847_Sample 3C_Jan-6-23_covN2_1_2023-01-10,Sample 3C_Jan-6-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN2,,gcMl,,1.0,5.058,,,,,,,
11848_Sample 3C_Jan-6-23_covN2_2_2023-01-10,Sample 3C_Jan-6-23,CU Lab1,AssayMethod N2-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN2,,gcMl,,2.0,7.25,,,,,,,
11849_Sample 3C_Jan-6-23_nPMMoV_1_2023-01-10,Sample 3C_Jan-6-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,nPMMoV,,gcMl,,1.0,366.767,,,,,,,
11850_Sample 3C_Jan-6-23_nPMMoV_2_2023-01-10,Sample 3C_Jan-6-23,CU Lab1,AssayMethod PMMoV-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,nPMMoV,,gcMl,,2.0,480.261,,,,,,,
11851_Sample 3BC_Jan-8-23_covN1_1_2023-01-10,Sample 3BC_Jan-8-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,1.0,4.949,,,,,,,
11852_Sample 3BC_Jan-8-23_covN1_2_2023-01-10,Sample 3BC_Jan-8-23,CU Lab1,AssayMethod N1-01_Solids,Instrument IN96,CarletonU R2,2023-01-10,2023-01-10,solid,covN1,,gcMl,,2.0,3.761,,,,,,,
